Period,Number,Premium,Big/Small
20250424100010230,8,88088,B
20250424100010229,5,21515,B
20250424100010228,4,23494,S
20250424100010227,6,37846,B
20250424100010226,5,17705,B
20250424100010225,5,32555,B
20250424100010224,4,85454,S
20250424100010223,0,80950,S
20250424100010222,4,57244,S
20250424100010221,3,11173,S
20250424100010220,9,91799,B
20250424100010219,2,69732,S
20250424100010218,3,88593,S
20250424100010217,9,79109,B
20250424100010216,6,25386,B
20250424100010215,2,20932,S
20250424100010214,6,82026,B
20250424100010213,6,97996,B
20250424100010212,4,90594,S
20250424100010211,2,69592,S
20250424100010210,3,48743,S
20250424100010209,6,72586,B
20250424100010208,6,29396,B
20250424100010207,3,37033,S
20250424100010206,0,30940,S
20250424100010205,0,24800,S
20250424100010204,1,27511,S
20250424100010203,3,84093,S
20250424100010202,3,92303,S
20250424100010201,4,57104,S
20250424100010200,3,84193,S
20250424100010199,0,33410,S
20250424100010198,7,80377,B
20250424100010197,6,70786,B
20250424100010196,2,53412,S
20250424100010195,6,18196,B
20250424100010194,3,28293,S
20250424100010193,4,91774,S
20250424100010192,7,88847,B
20250424100010191,3,63113,S
20250424100010190,5,89555,B
20250424100010189,1,73291,S
20250424100010188,1,40451,S
20250424100010187,2,19312,S
20250424100010186,4,59144,S
20250424100010185,4,61534,S
20250424100010184,4,29454,S
20250424100010183,8,17628,B
20250424100010182,0,79980,S
20250424100010181,7,79817,B
20250424100010180,0,37960,S
20250424100010179,8,17168,B
20250424100010178,3,74473,S
20250424100010177,6,74936,B
20250424100010176,2,40152,S
20250424100010175,9,75859,B
20250424100010174,8,50248,B
20250424100010173,9,15059,B
20250424100010172,1,96831,S
20250424100010171,5,27235,B
20250424100010170,7,47207,B
20250424100010169,2,76432,S
20250424100010168,9,71989,B
20250424100010167,3,73233,S
20250424100010166,6,53766,B
20250424100010165,3,56183,S
20250424100010164,7,47727,B
20250424100010163,3,64683,S
20250424100010162,2,17522,S
20250424100010161,3,96903,S
20250424100010160,8,98108,B
20250424100010159,8,24098,B
20250424100010158,9,79469,B
20250424100010157,6,34176,B
20250424100010156,7,45477,B
20250424100010155,6,84546,B
20250424100010154,2,62292,S
20250424100010153,0,61300,S
20250424100010152,4,99264,S
20250424100010151,3,61853,S
20250424100010150,7,70057,B
20250424100010149,7,42087,B
20250424100010148,2,50912,S
20250424100010147,8,37068,B
20250424100010146,1,56961,S
20250424100010145,3,42903,S
20250424100010144,6,57716,B
20250424100010143,9,83379,B
20250424100010142,5,60015,B
20250424100010141,7,51247,B
20250424100010140,4,28094,S
20250424100010139,8,22008,B
20250424100010138,3,63893,S
20250424100010137,6,54086,B
20250424100010136,9,73749,B
20250424100010135,9,40419,B
20250424100010134,5,14075,B
20250424100010133,7,27187,B
20250424100010132,0,85990,S
20250424100010131,1,53041,S
20250424100010130,3,16823,S
20250424100010129,2,63462,S
20250424100010128,4,50854,S
20250424100010127,2,19652,S
20250424100010126,0,80190,S
20250424100010125,0,78530,S
20250424100010124,5,36515,B
20250424100010123,7,58457,B
20250424100010122,8,71538,B
20250424100010121,6,50766,B
20250424100010120,4,85814,S
20250424100010119,6,37566,B
20250424100010118,7,90757,B
20250424100010117,8,26498,B
20250424100010116,5,90385,B
20250424100010115,6,63286,B
20250424100010114,8,95678,B
20250424100010113,1,46911,S
20250424100010112,8,22568,B
20250424100010111,0,71620,S
20250424100010110,1,17711,S
20250424100010109,9,99639,B
20250424100010108,5,32805,B
20250424100010107,3,35893,S
20250424100010106,1,77721,S
20250424100010105,3,52623,S
20250424100010104,2,89852,S
20250424100010103,5,14735,B
20250424100010102,6,42336,B
20250424100010101,2,24642,S
20250424100010100,7,91437,B
20250424100010099,0,14660,S
20250424100010098,5,83405,B
20250424100010097,8,94328,B
20250424100010096,1,40461,S
20250424100010095,9,94309,B
20250424100010094,3,20223,S
20250424100010093,4,21014,S
20250424100010092,9,41009,B
20250424100010091,8,48308,B
20250424100010090,5,88955,B
20250424100010089,2,30432,S
20250424100010088,6,98056,B
20250424100010087,4,65484,S
20250424100010086,6,77676,B
20250424100010085,5,69585,B
20250424100010084,7,53907,B
20250424100010083,6,19206,B
20250424100010082,3,23813,S
20250424100010081,3,71673,S
20250424100010080,3,74163,S
20250424100010079,6,41426,B
20250424100010078,4,32774,S
20250424100010077,3,20733,S
20250424100010076,0,58810,S
20250424100010075,9,96839,B
20250424100010074,8,87228,B
20250424100010073,0,60820,S
20250424100010072,9,33399,B
20250424100010071,0,84930,S
20250424100010070,3,43313,S
20250424100010069,5,42575,B
20250424100010068,0,36040,S
20250424100010067,3,32583,S
20250424100010066,2,76622,S
20250424100010065,0,69630,S
20250424100010064,5,88685,B
20250424100010063,5,41535,B
20250424100010062,7,78577,B
20250424100010061,8,92268,B
20250424100010060,8,70718,B
20250424100010059,3,64043,S
20250424100010058,8,82688,B
20250424100010057,1,93691,S
20250424100010056,9,70629,B
20250424100010055,7,95427,B
20250424100010054,3,38353,S
20250424100010053,3,88893,S
20250424100010052,4,77554,S
20250424100010051,6,50256,B
20250424100010050,8,73268,B
20250424100010049,2,31942,S
20250424100010048,6,62836,B
20250424100010047,3,16293,S
20250424100010046,9,31879,B
20250424100010045,4,41534,S
20250424100010044,5,96715,B
20250424100010043,9,92029,B
20250424100010042,5,40465,B
20250424100010041,2,86662,S
20250424100010040,7,34227,B
20250424100010039,9,32539,B
20250424100010038,5,66025,B
20250424100010037,4,67134,S
20250424100010036,9,35939,B
20250424100010035,0,15630,S
20250424100010034,9,22539,B
20250424100010033,1,27361,S
20250424100010032,7,17117,B
20250424100010031,8,80118,B
20250424100010030,5,51385,B
20250424100010029,7,78947,B
20250424100010028,1,60731,S
20250424100010027,5,84995,B
20250424100010026,2,82522,S
20250424100010025,3,42113,S
20250424100010024,5,65165,B
20250424100010023,6,81536,B
20250424100010022,7,52487,B
20250424100010021,1,44281,S
20250424100010020,3,14933,S
20250424100010019,6,28136,B
20250424100010018,1,76551,S
20250424100010017,0,88330,S
20250424100010016,6,38696,B
20250424100010015,3,12693,S
20250424100010014,4,24394,S
20250424100010013,8,52598,B
20250424100010012,9,55959,B
20250424100010011,4,97004,S
20250424100010010,2,32862,S
20250424100010009,0,60190,S
20250424100010008,0,41360,S
20250424100010007,9,88119,B
20250424100010006,1,20721,S
20250424100010005,2,89942,S
20250424100010004,9,45379,B
20250424100010003,5,69105,B
20250424100010002,0,46290,S
20250424100010001,0,79970,S
20250423100011440,8,10718,B
20250423100011439,2,56962,S
20250423100011438,8,65058,B
20250423100011437,0,12980,S
20250423100011436,0,98760,S
20250423100011435,4,13214,S
20250423100011434,5,41535,B
20250423100011433,2,70732,S
20250423100011432,6,62796,B
20250423100011431,5,36595,B
20250423100011430,9,42389,B
20250423100011429,3,41523,S
20250423100011428,8,15388,B
20250423100011427,1,54991,S
20250423100011426,7,86217,B
20250423100011425,8,44628,B
20250423100011424,9,36059,B
20250423100011423,0,69180,S
20250423100011422,3,18513,S
20250423100011421,7,98447,B
20250423100011420,6,33786,B
20250423100011419,7,79607,B
20250423100011418,4,21514,S
20250423100011417,0,82360,S
20250423100011416,5,17025,B
20250423100011415,8,59518,B
20250423100011414,7,25517,B
20250423100011413,6,26506,B
20250423100011412,5,58395,B
20250423100011411,2,95822,S
20250423100011410,0,26010,S
20250423100011409,2,12412,S
20250423100011408,5,45655,B
20250423100011407,0,73730,S
20250423100011406,4,86034,S
20250423100011405,4,21684,S
20250423100011404,1,49361,S
20250423100011403,7,52097,B
20250423100011402,9,94919,B
20250423100011401,4,51144,S
20250423100011400,8,14108,B
20250423100011399,8,25698,B
20250423100011398,4,83884,S
20250423100011397,1,47011,S
20250423100011396,5,20925,B
20250423100011395,5,53515,B
20250423100011394,0,76130,S
20250423100011393,0,96680,S
20250423100011392,3,51133,S
20250423100011391,7,34497,B
20250423100011390,4,21224,S
20250423100011389,0,45830,S
20250423100011388,5,16205,B
20250423100011387,7,27737,B
20250423100011386,4,35574,S
20250423100011385,0,11330,S
20250423100011384,7,98617,B
20250423100011383,3,90043,S
20250423100011382,6,13706,B
20250423100011381,5,47285,B
20250423100011380,1,30961,S
20250423100011379,7,16197,B
20250423100011378,9,94719,B
20250423100011377,8,23728,B
20250423100011376,4,40924,S
20250423100011375,6,87796,B
20250423100011374,9,37629,B
20250423100011373,1,42891,S
20250423100011372,8,87538,B
20250423100011371,9,59329,B
20250423100011370,8,86448,B
20250423100011369,5,64695,B
20250423100011368,1,20451,S
20250423100011367,0,35380,S
20250423100011366,7,60227,B
20250423100011365,2,82512,S
20250423100011364,8,48848,B
20250423100011363,9,26429,B
20250423100011362,6,17286,B
20250423100011361,5,62205,B
20250423100011360,5,80485,B
20250423100011359,9,71239,B
20250423100011358,5,77325,B
20250423100011357,0,85860,S
20250423100011356,5,74945,B
20250423100011355,6,43866,B
20250423100011354,9,65619,B
20250423100011353,2,69382,S
20250423100011352,8,90758,B
20250423100011351,2,78202,S
20250423100011350,8,45418,B
20250423100011349,4,37764,S
20250423100011348,6,75466,B
20250423100011347,9,11799,B
20250423100011346,3,43563,S
20250423100011345,3,67443,S
20250423100011344,0,83700,S
20250423100011343,4,77544,S
20250423100011342,4,38014,S
20250423100011341,6,78706,B
20250423100011340,7,23947,B
20250423100011339,9,36419,B
20250423100011338,1,11071,S
20250423100011337,8,99528,B
20250423100011336,5,89985,B
20250423100011335,9,14899,B
20250423100011334,6,81276,B
20250423100011333,4,82024,S
20250423100011332,8,76328,B
20250423100011331,6,31526,B
20250423100011330,4,39124,S
20250423100011329,8,24538,B
20250423100011328,9,65859,B
20250423100011327,0,30470,S
20250423100011326,1,45901,S
20250423100011325,3,68253,S
20250423100011324,5,70685,B
20250423100011323,1,81751,S
20250423100011322,2,77442,S
20250423100011321,2,35012,S
20250423100011320,4,87624,S
20250423100011319,8,92098,B
20250423100011318,3,55523,S
20250423100011317,1,23121,S
20250423100011316,4,62624,S
20250423100011315,3,96523,S
20250423100011314,8,28168,B
20250423100011313,9,28819,B
20250423100011312,4,54824,S
20250423100011311,2,89682,S
20250423100011310,3,23213,S
20250423100011309,5,16465,B
20250423100011308,3,14683,S
20250423100011307,5,74615,B
20250423100011306,8,97038,B
20250423100011305,6,22416,B
20250423100011304,4,34314,S
20250423100011303,4,32644,S
20250423100011302,3,22163,S
20250423100011301,3,33803,S
20250423100011300,7,25747,B
20250423100011299,1,68781,S
20250423100011298,3,63383,S
20250423100011297,7,35397,B
20250423100011296,5,78745,B
20250423100011295,2,22132,S
20250423100011294,9,33079,B
20250423100011293,3,25923,S
20250423100011292,2,49092,S
20250423100011291,2,38562,S
20250423100011290,2,78402,S
20250423100011289,7,77057,B
20250423100011288,3,91153,S
20250423100011287,0,54670,S
20250423100011286,3,33783,S
20250423100011285,6,51616,B
20250423100011284,6,13036,B
20250423100011283,9,57149,B
20250423100011282,8,26428,B
20250423100011281,3,71533,S
20250423100011280,1,52391,S
20250423100011279,4,14644,S
20250423100011278,9,40969,B
20250423100011277,6,41896,B
20250423100011276,1,10121,S
20250423100011275,0,13160,S
20250423100011274,7,75147,B
20250423100011273,2,63432,S
20250423100011272,7,77477,B
20250423100011271,4,72764,S
20250423100011270,5,25745,B
20250423100011269,4,14704,S
20250423100011268,0,49800,S
20250423100011267,0,21970,S
20250423100011266,6,18276,B
20250423100011265,1,63231,S
20250423100011264,9,57689,B
20250423100011263,1,12611,S
20250423100011262,9,37269,B
20250423100011261,6,12536,B
20250423100011260,2,87262,S
20250423100011259,5,20035,B
20250423100011258,1,76631,S
20250423100011257,2,98532,S
20250423100011256,3,65983,S
20250423100011255,9,42939,B
20250423100011254,6,37586,B
20250423100011253,3,95103,S
20250423100011252,9,56129,B
20250423100011251,7,48667,B
20250423100011250,3,96413,S
20250423100011249,8,38558,B
20250423100011248,1,18431,S
20250423100011247,7,60827,B
20250423100011246,7,23627,B
20250423100011245,0,73610,S
20250423100011244,2,98082,S
20250423100011243,3,51773,S
20250423100011242,5,55515,B
20250423100011241,8,86898,B
20250423100011240,7,95287,B
20250423100011239,3,58033,S
20250423100011238,6,78216,B
20250423100011237,4,28024,S
20250423100011236,9,88709,B
20250423100011235,3,70053,S
20250423100011234,8,62578,B
20250423100011233,1,13691,S
20250423100011232,4,20714,S
20250423100011231,9,77679,B
20250423100011230,6,40606,B
20250423100011229,1,25361,S
20250423100011228,2,34752,S
20250423100011227,1,28391,S
20250423100011226,2,75212,S
20250423100011225,9,51709,B
20250423100011224,8,98678,B
20250423100011223,9,23279,B
20250423100011222,5,95345,B
20250423100011221,2,62232,S
20250423100011220,6,34096,B
20250423100011219,3,79233,S
20250423100011218,2,19672,S
20250423100011217,4,89024,S
20250423100011216,1,38641,S
20250423100011215,4,95664,S
20250423100011214,4,70574,S
20250423100011213,1,40321,S
20250423100011212,8,70378,B
20250423100011211,9,75399,B
20250423100011210,1,70431,S
20250423100011209,4,97914,S
20250423100011208,1,95321,S
20250423100011207,5,53605,B
20250423100011206,5,90345,B
20250423100011205,4,48464,S
20250423100011204,0,79320,S
20250423100011203,9,73929,B
20250423100011202,4,59204,S
20250423100011201,2,16512,S
20250423100011200,9,69479,B
20250423100011199,3,14483,S
20250423100011198,4,23504,S
20250423100011197,6,93926,B
20250423100011196,8,56298,B
20250423100011195,1,69121,S
20250423100011194,2,29302,S
20250423100011193,2,26202,S
20250423100011192,3,65453,S
20250423100011191,7,99737,B
20250423100011190,1,51671,S
20250423100011189,6,71046,B
20250423100011188,2,27522,S
20250423100011187,9,94379,B
20250423100011186,3,25083,S
20250423100011185,3,98943,S
20250423100011184,0,86930,S
20250423100011183,2,14262,S
20250423100011182,5,40835,B
20250423100011181,2,29992,S
20250423100011180,9,62909,B
20250423100011179,7,51377,B
20250423100011178,5,87835,B
20250423100011177,3,94623,S
20250423100011176,4,87974,S
20250423100011175,9,21279,B
20250423100011174,3,24293,S
20250423100011173,2,75052,S
20250423100011172,0,45700,S
20250423100011171,0,33590,S
20250423100011170,4,58484,S
20250423100011169,3,26723,S
20250423100011168,0,15770,S
20250423100011167,8,80368,B
20250423100011166,0,91720,S
20250423100011165,8,92608,B
20250423100011164,6,50586,B
20250423100011163,0,13470,S
20250423100011162,2,92002,S
20250423100011161,5,54375,B
20250423100011160,8,32358,B
20250423100011159,1,39921,S
20250423100011158,8,19528,B
20250423100011157,4,14284,S
20250423100011156,2,18342,S
20250423100011155,8,17928,B
20250423100011154,9,50589,B
20250423100011153,5,78005,B
20250423100011152,0,81760,S
20250423100011151,1,75881,S
20250423100011150,9,39129,B
20250423100011149,3,26513,S
20250423100011148,9,50009,B
20250423100011147,5,99855,B
20250423100011146,4,25694,S
20250423100011145,5,53655,B
20250423100011144,5,89745,B
20250423100011143,6,61216,B
20250423100011142,6,96076,B
20250423100011141,2,85992,S
20250423100011140,9,24379,B
20250423100011139,6,63896,B
20250423100011138,7,60117,B
20250423100011137,7,30647,B
20250423100011136,8,78128,B
20250423100011135,7,73307,B
20250423100011134,8,37718,B
20250423100011133,3,95513,S
20250423100011132,1,43331,S
20250423100011131,9,68059,B
20250423100011130,1,87681,S
20250423100011129,9,54009,B
20250423100011128,8,81328,B
20250423100011127,4,12264,S
20250423100011126,1,91811,S
20250423100011125,9,54059,B
20250423100011124,4,20394,S
20250423100011123,4,94954,S
20250423100011122,6,92496,B
20250423100011121,0,49970,S
20250423100011120,9,98469,B
20250423100011119,5,22775,B
20250423100011118,0,74200,S
20250423100011117,1,19491,S
